Domain,Site,Plot Type,Data Product Name,DPID,,Interannual Frequency,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
13,COMO,,Benthic microbe metagenome sequences ,.DP1.20279,,1,,,,,Y,Y,Y,Y,Y,
13,WLOU,,Benthic microbe metagenome sequences ,.DP1.20279,,1,,,,,,Y,Y,Y,Y,
14,SYCA,,Benthic microbe metagenome sequences ,.DP1.20279,,1,,,,,,Y,Y,Y,Y,
15,REDB,,Benthic microbe metagenome sequences ,.DP1.20279,,1,,,,,,Y,Y,Y,Y,
16,MART,,Benthic microbe metagenome sequences ,.DP1.20279,,1,,,,,,,Y,Y,Y,
16,MCRA,,Benthic microbe metagenome sequences ,.DP1.20279,,1,,,,,,Y,Y,Y,Y,
17,BIGC,,Benthic microbe metagenome sequences ,.DP1.20279,,1,,,,,,,Y,Y,Y,
17,TECR,,Benthic microbe metagenome sequences ,.DP1.20279,,1,,,,,,,Y,Y,Y,
18,OKSR,,Benthic microbe metagenome sequences ,.DP1.20279,,1,,,,,Y,Y,Y,Y,Y,
18,TOOK,,Benthic microbe metagenome sequences ,.DP1.20279,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
19,CARI,,Benthic microbe metagenome sequences ,.DP1.20279,,1,,,,,Y,Y,Y,Y,Y,
1,BART,D,Breeding landbird point counts ,.DP1.10003,,1,,,,Y,Y,Y,Y,Y,Y,
1,HARV,D,Breeding landbird point counts ,.DP1.10003,,1,,,,Y,Y,Y,Y,Y,Y,
2,BLAN,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
2,SCBI,D,Breeding landbird point counts ,.DP1.10003,,1,,,,Y,Y,Y,Y,Y,Y,
2,SERC,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
3,DSNY,D,Breeding landbird point counts ,.DP1.10003,,1,,,,Y,Y,Y,Y,Y,Y,
3,JERC,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,Y,Y,Y,Y,Y,
3,OSBS,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,Y,Y,Y,Y,Y,
4,GUAN,D,Breeding landbird point counts ,.DP1.10003,,1,,,,Y,,Y,Y,Y,Y,
4,LAJA,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
5,STEI,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,Y,Y,Y,Y,Y,
5,TREE,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,Y,Y,Y,Y,Y,
5,UNDE,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,Y,Y,Y,Y,Y,
6,KONA,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,,Y,Y,Y,
6,KONZ,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
6,UKFS,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
7,GRSM,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,Y,Y,Y,Y,Y,
7,MLBS,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,,Y,Y,Y,
7,ORNL,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,Y,Y,Y,Y,Y,
8,DELA,D,Breeding landbird point counts ,.DP1.10003,,1,,,,Y,,Y,Y,Y,Y,
8,LENO,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
8,TALL,D,Breeding landbird point counts ,.DP1.10003,,1,,,,Y,Y,Y,Y,Y,Y,
9,DCFS,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
9,NOGP,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
9,WOOD,D,Breeding landbird point counts ,.DP1.10003,,1,,,,Y,,Y,Y,Y,Y,
10,CPER,D,Breeding landbird point counts ,.DP1.10003,,1,,Y,,Y,Y,Y,Y,Y,Y,
10,RMNP,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
10,STER,D,Breeding landbird point counts ,.DP1.10003,,1,,Y,,Y,Y,Y,Y,Y,Y,
11,CLBJ,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
11,OAES,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
12,YELL,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,,Y,Y,Y,
13,MOAB,D,Breeding landbird point counts ,.DP1.10003,,1,,,,Y,,Y,Y,Y,Y,
13,NIWO,D,Breeding landbird point counts ,.DP1.10003,,1,,,,Y,,Y,Y,Y,Y,
14,JORN,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
14,SRER,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
15,ONAQ,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
16,ABBY,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
16,WREF,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,,Y,Y,Y,
17,SJER,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
17,SOAP,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
17,TEAK,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
18,BARR,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
18,TOOL,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
19,BONA,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
19,DEJU,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
19,HEAL,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,Y,Y,Y,Y,
20,PUUM,D,Breeding landbird point counts ,.DP1.10003,,1,,,,,,,Y,Y,Y,
1,BART,T,Bryophyte clip harvest ,.DP1.10035,,1,,,NA,NA,NA,NA,NA,NA,NA,
1,HARV,T,Bryophyte clip harvest ,.DP1.10035,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
2,BLAN,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,NA,NA,NA,NA,NA,NA,
2,SCBI,T,Bryophyte clip harvest ,.DP1.10035,,1,,,NA,NA,NA,NA,NA,NA,NA,
2,SERC,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,NA,NA,NA,NA,NA,NA,
3,DSNY,T,Bryophyte clip harvest ,.DP1.10035,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
3,JERC,T,Bryophyte clip harvest ,.DP1.10035,,1,,,NA,NA,NA,NA,NA,NA,NA,
3,OSBS,T,Bryophyte clip harvest ,.DP1.10035,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
4,GUAN,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,NA,NA,NA,NA,NA,NA,
4,LAJA,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,NA,NA,NA,NA,NA,
5,STEI,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,NA,NA,NA,NA,NA,NA,
5,TREE,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,NA,NA,NA,NA,NA,NA,
5,UNDE,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,,Y,Y,Y,Y,
6,KONA,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,,NA,NA,NA,NA,
6,KONZ,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,NA,NA,NA,NA,NA,NA,
6,UKFS,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,NA,NA,NA,NA,NA,NA,
7,GRSM,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,NA,NA,NA,NA,NA,NA,
7,MLBS,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,,NA,NA,NA,NA,
7,ORNL,T,Bryophyte clip harvest ,.DP1.10035,,1,,,NA,NA,NA,NA,NA,NA,NA,
8,DELA,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,NA,NA,NA,NA,NA,NA,
8,LENO,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,NA,NA,NA,NA,NA,
8,TALL,T,Bryophyte clip harvest ,.DP1.10035,,1,,,NA,NA,NA,NA,NA,NA,NA,
9,DCFS,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,,NA,NA,NA,NA,
9,NOGP,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,NA,NA,NA,NA,NA,
9,WOOD,T,Bryophyte clip harvest ,.DP1.10035,,1,,,NA,NA,NA,NA,NA,NA,NA,
10,CPER,T,Bryophyte clip harvest ,.DP1.10035,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
10,RMNP,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,,NA,NA,NA,NA,
10,STER,T,Bryophyte clip harvest ,.DP1.10035,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
11,CLBJ,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,NA,NA,NA,NA,NA,
11,OAES,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,NA,NA,NA,NA,NA,NA,
12,YELL,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,,,NA,NA,NA,
13,NIWO,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,NA,NA,NA,NA,NA,NA,
13,MOAB,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,NA,NA,NA,NA,NA,NA,
14,JORN,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,NA,NA,NA,NA,NA,NA,
14,SRER,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,NA,NA,NA,NA,NA,
15,ONAQ,T,Bryophyte clip harvest ,.DP1.10035,,1,,,NA,NA,NA,NA,NA,NA,NA,
16,ABBY,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,NA,NA,NA,NA,NA,
16,WREF,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,,,NA,NA,NA,
17,SJER,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,,NA,NA,NA,NA,
17,SOAP,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,,NA,NA,NA,NA,
17,TEAK,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,,NA,NA,NA,NA,
18,BARR,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,,Y,Y,Y,Y,
18,TOOL,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,,Y,Y,Y,Y,
19,BONA,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,,Y,Y,Y,Y,
19,DEJU,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,Y,Y,Y,Y,Y,
19,HEAL,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,Y,Y,Y,Y,Y,
20,PUUM,T,Bryophyte clip harvest ,.DP1.10035,,1,,,,,,,NA,NA,NA,
1,HOPB,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
2,LEWI,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
2,POSE,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
3,BARC,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
3,FLNT,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
3,SUGG,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
4,CUPE,,Chemical properties of groundwater ,.DP1.20092,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
4,GUIL,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
5,CRAM,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
5,LIRO,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
6,KING,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
6,MCDI,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
7,LECO,,Chemical properties of groundwater ,.DP1.20092,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
7,WALK,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
8,BLWA,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,,Y,Y,Y,
8,MAYF,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
8,TOMB,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,,Y,Y,Y,
9,PRLA,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
9,PRPO,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
10,ARIK,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
11,BLUE,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
11,PRIN,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
12,BLDE,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,,Y,Y,Y,
13,COMO,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
13,WLOU,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
14,SYCA,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,Y,Y,Y,Y,
15,REDB,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,,Y,Y,Y,
16,MART,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,,Y,Y,Y,
16,MCRA,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,,Y,Y,Y,
17,BIGC,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,,Y,Y,Y,
17,TECR,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,,Y,Y,Y,
18,OKSR,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,,Y,Y,Y,
18,TOOK,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,,Y,Y,Y,
19,CARI,,Chemical properties of groundwater ,.DP1.20092,,1,,,,,,,Y,Y,Y,
1,HOPB,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
2,LEWI,,Chemical properties of surface water ,.DP1.20093,,1,,,,,,Y,Y,Y,Y,
2,POSE,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
3,BARC,,Chemical properties of surface water ,.DP1.20093,,1,,,,Y,Y,Y,Y,Y,Y,
3,FLNT,,Chemical properties of surface water ,.DP1.20093,,1,,,,,,Y,Y,Y,Y,
3,SUGG,,Chemical properties of surface water ,.DP1.20093,,1,,,,Y,Y,Y,Y,Y,Y,
4,CUPE,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
4,GUIL,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
5,CRAM,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
5,LIRO,,Chemical properties of surface water ,.DP1.20093,,1,,,,,,Y,Y,Y,Y,
6,KING,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
6,MCDI,,Chemical properties of surface water ,.DP1.20093,,1,,,,,,Y,Y,Y,Y,
7,LECO,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
7,WALK,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
8,BLWA,,Chemical properties of surface water ,.DP1.20093,,1,,,,,,Y,Y,Y,Y,
8,MAYF,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
8,TOMB,,Chemical properties of surface water ,.DP1.20093,,1,,,,,,Y,Y,Y,Y,
9,PRLA,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
9,PRPO,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
10,ARIK,,Chemical properties of surface water ,.DP1.20093,,1,,,,Y,Y,Y,Y,Y,Y,
11,BLUE,,Chemical properties of surface water ,.DP1.20093,,1,,,,,,Y,Y,Y,Y,
11,PRIN,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
12,BLDE,,Chemical properties of surface water ,.DP1.20093,,1,,,,,,,Y,Y,Y,
13,COMO,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
13,WLOU,,Chemical properties of surface water ,.DP1.20093,,1,,,,,,Y,Y,Y,Y,
14,SYCA,,Chemical properties of surface water ,.DP1.20093,,1,,,,,,Y,Y,Y,Y,
15,REDB,,Chemical properties of surface water ,.DP1.20093,,1,,,,,,Y,Y,Y,Y,
16,MART,,Chemical properties of surface water ,.DP1.20093,,1,,,,,,,Y,Y,Y,
16,MCRA,,Chemical properties of surface water ,.DP1.20093,,1,,,,,,Y,Y,Y,Y,
17,BIGC,,Chemical properties of surface water ,.DP1.20093,,1,,,,,,,Y,Y,Y,
17,TECR,,Chemical properties of surface water ,.DP1.20093,,1,,,,,,,Y,Y,Y,
18,OKSR,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
18,TOOK,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
19,CARI,,Chemical properties of surface water ,.DP1.20093,,1,,,,,Y,Y,Y,Y,Y,
1,BART,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,Y,,,,,
1,HARV,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,Y,,,
2,BLAN,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,Y,,,
2,SCBI,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,Y,,,,
2,SERC,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,Y,,,,,
3,DSNY,D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,,Y,
3,JERC,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,Y,,,
3,OSBS,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,Y,,,,,
4,GUAN,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,,,Y
4,LAJA,D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,Y,,,,,
5,STEI,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,Y,,,,,
5,TREE,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,,Y,
5,UNDE,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,Y,,,
6,KONA,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,NA,NA,NA,NA,
6,KONZ,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,,Y,
6,UKFS,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,Y,,
7,GRSM,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,Y,,,,,
7,MLBS,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,Y,,,
7,ORNL,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,,Y,
8,DELA,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,Y,,
8,LENO,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,,Y,
8,TALL,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,Y,,,
9,DCFS,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,NA,NA,NA,NA,NA,NA,NA,NA,
9,NOGP,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,NA,NA,NA,NA,NA,NA,NA,NA,
9,WOOD,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,NA,NA,NA,NA,NA,NA,NA,NA,
10,CPER,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,NA,NA,NA,NA,NA,NA,NA,NA,
10,RMNP,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,Y,,,
10,STER,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,NA,NA,NA,NA,NA,NA,NA,NA,
11,CLBJ,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,Y,,
11,OAES,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,NA,NA,NA,NA,NA,NA,NA,NA,
12,YELL,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,,Y,
13,NIWO,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,Y,,
13,MOAB,D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,Y,,,
14,JORN,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,Y,,,
14,SRER,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,Y,,,,
15,ONAQ,D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,,Y,
16,ABBY,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,Y,,,,,
16,WREF,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,,Y,
17,SJER,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,Y,,,,
17,SOAP,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,Y,,
17,TEAK,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,Y,,,
18,BARR,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,NA,NA,NA,NA,
18,TOOL,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,NA,NA,NA,NA,
19,BONA,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,,Y,
19,DEJU,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,,Y,,
19,HEAL,D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,Y,,,
20,PUUM,T/D,Coarse downed wood bulk density sampling ,.DP1.10014,,,,,,,,,Y,,,
1,BART,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,Y,,,Y,,
1,HARV,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,Y,,,Y,,,
2,BLAN,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,Y,,,Y,,,
2,SCBI,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,Y,,Y,,,Y,
2,SERC,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,Y,,,Y,,
3,DSNY,D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,Y,,,Y,
3,JERC,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,,Y,,,
3,OSBS,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,Y,Y,,,Y,,
4,GUAN,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,,Y,,,
4,LAJA,D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,Y,,,Y,,
5,STEI,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,Y,,,Y,,
5,TREE,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,Y,,,Y,
5,UNDE,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,Y,,,Y,,,
6,KONA,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,NA,NA,NA,NA,
6,KONZ,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,Y,,,Y,
6,UKFS,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,,Y,,,
7,GRSM,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,Y,,,Y,,
7,MLBS,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,,Y,,,
7,ORNL,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,Y,,Y,,,Y,
8,DELA,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,Y,,,Y,,
8,LENO,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,Y,,,Y,
8,TALL,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,Y,,,Y,,,
9,DCFS,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,NA,NA,NA,NA,
9,NOGP,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,NA,NA,NA,NA,NA,
9,WOOD,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,NA,NA,NA,NA,NA,NA,NA,
10,CPER,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,NA,NA,NA,NA,NA,NA,NA,NA,
10,RMNP,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,,Y,,,
10,STER,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,NA,NA,NA,NA,NA,NA,NA,NA,
11,CLBJ,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,Y,,,Y,,
11,OAES,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,NA,NA,NA,NA,NA,NA,
12,YELL,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,,,,Y,
13,NIWO,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,Y,,,Y,,
13,MOAB,D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,,Y,,,
14,JORN,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,Y,,,Y,,,
14,SRER,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,Y,,,Y,
15,ONAQ,D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,Y,,,Y,
16,ABBY,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,Y,,,Y,,
16,WREF,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,,,,Y,
17,SJER,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,Y,,,Y,
17,SOAP,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,,,Y,,
17,TEAK,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,,Y,,,
18,BARR,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,NA,NA,NA,NA,
18,TOOL,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,NA,NA,NA,NA,
19,BONA,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,Y,,,Y,
19,DEJU,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,Y,,,Y,,
19,HEAL,D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,Y,,Y,,,
20,PUUM,T/D,Coarse downed wood log survey ,.DP1.10010,,3,,,,,,,Y,,,
1,HOPB,,Depth profile at specific depths ,.DP1.20254,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
2,LEWI,,Depth profile at specific depths ,.DP1.20254,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
2,POSE,,Depth profile at specific depths ,.DP1.20254,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
3,BARC,,Depth profile at specific depths ,.DP1.20254,,1,,,,Y,Y,Y,Y,Y,Y,
3,FLNT,,Depth profile at specific depths ,.DP1.20254,,1,,,,,,Y,Y,Y,Y,
3,SUGG,,Depth profile at specific depths ,.DP1.20254,,1,,,,Y,Y,Y,Y,Y,Y,
